Town,County,Per capita income,Location,Lat,Lon
"Washington Township, Greene County, Pennsylvania",Greene County,"$17,207 ","Washington Township, Greene County, Pennsylvania, USA",39.96385965,-80.19533744
"Mercer Township, Pennsylvania",Butler County,"$17,205 ","Mercer Township, Butler County, Pennsylvania, 16035, USA",41.1354947,-79.99124723
"Bristol, Pennsylvania",Bucks County,"$17,198 ","Bristol, Bucks County, Pennsylvania, USA",40.1006661,-74.8518311
"Clay Township, Butler County, Pennsylvania",Butler County,"$17,195 ","Clay Township, Butler County, Pennsylvania, 16061, USA",40.98729775,-79.92869936
"Hopwood, Pennsylvania",Fayette County,"$17,194 ","Hopwood, Hutchinson, Fayette County, Pennsylvania, 15445, United States of America",39.8770205,-79.7019885
"Jessup, Pennsylvania",Lackawanna County,"$17,189 ","Jessup, Lackawanna County, Pennsylvania, 18434, USA",41.4686924,-75.5621309
"Winslow Township, Pennsylvania",Jefferson County,"$17,189 ","Winslow Township, Jefferson County, Pennsylvania, USA",41.0891765,-78.83798242
"Pillow, Pennsylvania",Dauphin County,"$17,182 ","Pillow, Dauphin County, Pennsylvania, 17080, USA",40.6409182,-76.8024699
"Darby Township, Pennsylvania",Delaware County,"$17,179 ","Darby Township, Delaware County, Pennsylvania, 19032, USA",39.910932,-75.29592709
"Myerstown, Pennsylvania",Lebanon County,"$17,177 ","Myerstown, Lebanon County, Pennsylvania, USA",40.3752942,-76.3034556
"Forward Township, Butler County, Pennsylvania",Butler County,"$17,175 ","Forward Township, Butler County, Pennsylvania, USA",40.79132055,-80.01587161
"Oxford Township, Pennsylvania",Chester County,"$17,175 ","Oxford, Chester County, Pennsylvania, 19363, USA",39.7852062,-75.9790215
"West Buffalo Township, Pennsylvania",Washington County,"$17,173 ","Buffalo Township, Washington County, Pennsylvania, USA",40.1591455,-80.33963486
"Adamsburg, Pennsylvania",Westmoreland County,"$17,172 ","Adamsburg, Westmoreland County, Pennsylvania, USA",40.3117361,-79.6561538
"Bloomfield, Pennsylvania",Perry County,"$17,168 ","Bloomfield, Perry County, Pennsylvania, USA",40.4185485,-77.18916245
"Orangeville, Pennsylvania",Columbia County,"$17,167 ","Orangeville, Columbia County, Pennsylvania, USA",41.0784551,-76.4140417
"Wyalusing Township, Pennsylvania",Susquehanna County,"$17,165 ","Wyalusing, Herrick Township, Susquehanna County, Pennsylvania, USA",41.721382,-75.56151395
"Towanda Township, Pennsylvania",Bradford County,"$17,164 ","Towanda, Bradford County, Pennsylvania, 18848, USA",41.7673567,-76.44291
"Mifflinburg, Pennsylvania",Union County,"$17,161 ","Mifflinburg, Union County, Pennsylvania, 17844, USA",40.917582,-77.0477501
"Ellsworth, Pennsylvania",Washington County,"$17,159 ","Ellsworth, Washington County, Pennsylvania, 15331, USA",40.1120165,-80.0172747
"Monongahela Township, Pennsylvania",Greene County,"$17,158 ","Monongahela Township, Greene County, Pennsylvania, 15338, USA",39.8142185,-79.94648227
"Ridgway, Pennsylvania",Elk County,"$17,157 ","Ridgway, Elk County, Pennsylvania, 15853, United States of America",41.4203391,-78.7286388
"Jefferson Township, Mercer County, Pennsylvania",Mercer County,"$17,154 ","Jefferson Township, Mercer County, Pennsylvania, USA",41.264103,-80.32312764
"Jefferson Township, Greene County, Pennsylvania",Greene County,"$17,143 ","Jefferson Township, Greene County, Pennsylvania, 15344, USA",39.926385,-80.03136197
"Waterford, Pennsylvania",Erie County,"$17,135 ","Waterford, Erie County, Pennsylvania, USA",41.9424779,-79.9842447
"West Liberty, Pennsylvania",Butler County,"$17,133 ","West Liberty, Butler County, Pennsylvania, USA",41.0070072,-80.0525574
"Penn Forest Township, Pennsylvania",Carbon County,"$17,129 ","Penn Forest Township, Carbon County, Pennsylvania, USA",40.950303,-75.65912906
"Wayne Township, Crawford County, Pennsylvania",Crawford County,"$17,128 ","Wayne Township, Crawford County, Pennsylvania, USA",41.538221,-79.98100935
"Wetmore Township, Pennsylvania",McKean County,"$17,128 ","Wetmore Township, McKean County, Pennsylvania, USA",41.6927935,-78.81976507
"East Earl Township, Pennsylvania",Berks County,"$17,127 ","Earl Township, Berks County, Pennsylvania, 19519, USA",40.350745,-75.7059455
"Jim Thorpe, Pennsylvania",Carbon County,"$17,119 ","Jim Thorpe, Carbon County, Pennsylvania, USA",40.8759235,-75.7324127
"Baden, Pennsylvania",Beaver County,"$17,112 ","Baden, Beaver County, Pennsylvania, USA",40.6350668,-80.2281159
"Lynnwood-Pricedale, Pennsylvania",Westmoreland County,"$17,112 ","Lynnwood-Pricedale, Rostraver Township, Westmoreland County, Pennsylvania, 15072, United States of America",40.129439,-79.85018121
"Connoquenessing, Pennsylvania",Butler County,"$17,111 ","Connoquenessing, Butler County, Pennsylvania, 16027, USA",40.8178001,-80.0138676
"Summit Township, Crawford County, Pennsylvania",Crawford County,"$17,109 ","Summit Township, Crawford County, Pennsylvania, 16422, USA",41.66497025,-80.33176082
"East Deer Township, Pennsylvania",Allegheny County,"$17,108 ","East Deer Township, Allegheny County, Pennsylvania, 15030, USA",40.5906252,-79.7782478
"North Union Township, Schuylkill County, Pennsylvania",Schuylkill County,"$17,108 ","North Union Township, Schuylkill County, Pennsylvania, 17985, USA",40.91325665,-76.19885246
"Mayfield, Pennsylvania",Lackawanna County,"$17,106 ","Mayfield, Lackawanna County, Pennsylvania, 18433, USA",41.5381373,-75.5360186
"Greenwood Township, Columbia County, Pennsylvania",Columbia County,"$17,104 ","Greenwood, Columbia County, Pennsylvania, 17846, USA",41.1345294,-76.4810582
"Asylum Township, Pennsylvania",Bradford County,"$17,102 ","Asylum, Bradford County, Pennsylvania, USA",41.7131308,-76.333548
"Koppel, Pennsylvania",Beaver County,"$17,101 ","Koppel, Beaver County, Pennsylvania, USA",40.8342305,-80.3222855
"Lower Mahanoy Township, Pennsylvania",Schuylkill County,"$17,097 ","Lower Street, New Boston-Morea, Schuylkill County, Pennsylvania, 17948, USA",40.7885457,-76.1732621
"Coolbaugh Township, Pennsylvania",Monroe County,"$17,094 ","Coolbaugh Township, Monroe County, Pennsylvania, USA",41.17686355,-75.45531629
"Bethel Township, Lebanon County, Pennsylvania",Lebanon County,"$17,093 ","Bethel Township, Lebanon County, Pennsylvania, 17026, USA",40.45431385,-76.41868813
"Tulpehocken Township, Pennsylvania",Berks County,"$17,092 ","Tulpehocken Township, Berks County, Pennsylvania, USA",40.4441248,-76.24405852
"Conneautville, Pennsylvania",Crawford County,"$17,087 ","Conneautville, Crawford County, Pennsylvania, USA",41.757833,-80.3678424
"McCalmont Township, Pennsylvania",Jefferson County,"$17,083 ","McCalmont Township, Jefferson County, Pennsylvania, 15711, USA",41.035552,-78.95472378
"DuBois, Pennsylvania",Clearfield County,"$17,079 ","DuBois, Clearfield County, Pennsylvania, 15801, USA",41.118651,-78.7622342
"Troy Township, Bradford County, Pennsylvania",Bradford County,"$17,076 ","Troy, Bradford County, Pennsylvania, USA",41.7861639,-76.7873891
"Laurel Run, Pennsylvania",Indiana County,"$17,066 ","Laurel Run, Indiana County, Pennsylvania, 15731, USA",40.4862648,-79.1375863
"Midland, Pennsylvania",Beaver County,"$17,066 ","Midland, Beaver County, Pennsylvania, 15059, USA",40.6325655,-80.4464547
"Penn Township, Huntingdon County, Pennsylvania",Westmoreland County,"$17,063 ","Pennsylvania Turnpike, Penn Manor, Penn Township, Westmoreland County, Pennsylvania, 15642:15644, USA",40.3866296,-79.682308
"Waynesboro, Pennsylvania",Franklin County,"$17,063 ","Waynesboro, Franklin County, Pennsylvania, USA",39.7557827,-77.5776512
"Mount Jewett, Pennsylvania",McKean County,"$17,056 ","Mount Jewett, McKean County, Pennsylvania, USA",41.725618,-78.6383591
"Hickory Township, Lawrence County, Pennsylvania",Lawrence County,"$17,055 ","Hickory Township, Lawrence County, Pennsylvania, USA",41.038906,-80.2864029
"Oakland Township, Venango County, Pennsylvania",Venango County,"$17,051 ","Oakland Township, Venango County, Pennsylvania, USA",41.5104995,-79.77052437
"Olyphant, Pennsylvania",Lackawanna County,"$17,049 ","Olyphant, Lackawanna County, Pennsylvania, 18447, USA",41.4688301,-75.602387
"Calumet-Norvelt, Pennsylvania",Westmoreland County,"$17,043 ","Calumet-Norvelt, Mount Pleasant Township, Westmoreland County, Pennsylvania, USA",40.211465,-79.49132708
"Buckhorn, Pennsylvania",Columbia County,"$17,042 ","Buckhorn, Columbia County, Pennsylvania, USA",41.0192536,-76.5005035
"Dupont, Pennsylvania",Luzerne County,"$17,042 ","Dupont, Luzerne County, Pennsylvania, USA",41.3250801,-75.7454701
"Packer Township, Pennsylvania",Carbon County,"$17,038 ","Packer Township, Carbon County, Pennsylvania, USA",40.897691,-75.89398724
"Linwood, Pennsylvania",Delaware County,"$17,037 ","Linwood, Lower Chichester Township, Delaware County, Pennsylvania, USA",39.8265655,-75.4250468
"Jackson Township, Columbia County, Pennsylvania",Columbia County,"$17,016 ","Jackson, Columbia County, Pennsylvania, USA",41.195084,-76.4546679
"Donegal Township, Butler County, Pennsylvania",Butler County,"$17,012 ","Donegal Township, Butler County, Pennsylvania, 16025, USA",40.91956115,-79.73760079
"Pine Grove Township, Schuylkill County, Pennsylvania",Schuylkill County,"$17,011 ","Pine Grove Township, Schuylkill County, Pennsylvania, USA",40.5703656,-76.4018145
"Peach Bottom Township, York County, Pennsylvania",York County,"$17,005 ","Peach Bottom Township, York County, Pennsylvania, 17314, USA",39.75605455,-76.3021513
"Monaca, Pennsylvania",Beaver County,"$17,001 ","Monaca, Beaver County, Pennsylvania, USA",40.6872885,-80.2714505
"Lenhartsville, Pennsylvania",Berks County,"$16,998 ","Lenhartsville, Berks County, Pennsylvania, USA",40.5729005,-75.8880028
"Throop, Pennsylvania",Lackawanna County,"$16,998 ","Throop, Lackawanna County, Pennsylvania, USA",41.4514694,-75.6118548
"North Versailles Township, Pennsylvania",Allegheny County,"$16,991 ","North Versailles, Allegheny County, Pennsylvania, USA",40.3797913,-79.8094916
"Beale Township, Pennsylvania",Montgomery County,"$16,988 ","Beale Road, Whitpain Township, Montgomery County, Pennsylvania, 19422, USA",40.1585946,-75.2583237
"Beech Creek Township, Pennsylvania",Clinton County,"$16,983 ","Beech Creek, Clinton County, Pennsylvania, USA",41.0758987,-77.5886026
"Cleveland Township, Pennsylvania",Luzerne County,"$16,982 ","Cleveland Street, Plains Township, Luzerne County, Pennsylvania, 18705, USA",41.271801,-75.833954
"Southampton Township, Franklin County, Pennsylvania",Somerset County,"$16,981 ","Southampton Township, Somerset County, Pennsylvania, USA",39.7732755,-78.82563116
"Milton, Pennsylvania",Northumberland County,"$16,980 ","Milton, Northumberland County, Pennsylvania, 17847, USA",41.0177269,-76.853084
"Hayfield Township, Pennsylvania",Crawford County,"$16,973 ","Hayfield Township, Crawford County, Pennsylvania, USA",41.7118333,-80.20823243
"Sandy, Pennsylvania",Clearfield County,"$16,968 ","Sandy, Sandy Township, Clearfield County, Pennsylvania, USA",41.107839,-78.771141
"Landingville, Pennsylvania",Schuylkill County,"$16,965 ","Landingville, Schuylkill County, Pennsylvania, 17942, USA",40.6262022,-76.1235511
"Troy, Pennsylvania",Bradford County,"$16,963 ","Troy, Bradford County, Pennsylvania, USA",41.7861639,-76.7873891
"Bowmanstown, Pennsylvania",Carbon County,"$16,956 ","Bowmanstown, Carbon County, Pennsylvania, 18030, USA",40.8000471,-75.6643404
"Emlenton, Pennsylvania",Venango County,"$16,952 ","Emlenton, Venango County, Pennsylvania, USA",41.1806616,-79.7096141
"Tuscarora Township, Perry County, Pennsylvania",Perry County,"$16,951 ","Tuscarora Path, Ickesburg, Perry County, Pennsylvania, USA",40.4540708,-77.354891
"Salem Township, Wayne County, Pennsylvania",Wayne County,"$16,947 ","Salem Township, Wayne County, Pennsylvania, USA",41.40168995,-75.3736618
"Burlington Township, Pennsylvania",Burlington County,"$16,946 ","New Jersey Turnpike Pennsylvania Extension, Florence Township, Burlington County, New Jersey, 08518, USA",40.113595,-74.817802
"Conyngham Township, Luzerne County, Pennsylvania",Luzerne County,"$16,946 ","Conyngham, Luzerne County, Pennsylvania, 18219, USA",40.9920285,-76.0565946
"Richland Township, Venango County, Pennsylvania",Venango County,"$16,940 ","Richland Township, Venango County, Pennsylvania, 16373, USA",41.237441,-79.67904253
"North York, Pennsylvania",York County,"$16,938 ","North York, York County, Pennsylvania, USA",39.9790562,-76.7323619
"Oliver Township, Mifflin County, Pennsylvania",Mifflin County,"$16,938 ","Oliver Township, US 22;US 522, Mattawana, Mifflin County, Pennsylvania, 17051, USA",40.4797005,-77.7711573
"Newport Township, Pennsylvania",Chester County,"$16,930 ","Newport, Tredyffrin Township, Chester County, Pennsylvania, USA",40.0749605,-75.45362023
"Oakwood, Pennsylvania",Lawrence County,"$16,930 ","Oakwood, Union Township, Lawrence County, Pennsylvania, USA",41.0106161,-80.37951
"Mill Creek Township, Mercer County, Pennsylvania",Mercer County,"$16,928 ","Mill Creek Township, Mercer County, Pennsylvania, 16145, USA",41.4030965,-80.05011827
"Brokenstraw Township, Pennsylvania",Warren County,"$16,924 ","Brokenstraw Township, Warren County, Pennsylvania, USA",41.84589175,-79.28033163
"Flemington, Pennsylvania",Clinton County,"$16,924 ","Flemington, Clinton County, Pennsylvania, USA",41.1264572,-77.4716505
"Pymatuning Central, Pennsylvania",Crawford County,"$16,923 ","Pymatuning Central, Crawford County, Pennsylvania, 16424, USA",41.5798315,-80.48466733
"Titusville, Pennsylvania",Crawford County,"$16,915 ","Titusville, Crawford County, Pennsylvania, USA",41.624468,-79.669652
"Mount Pleasant Township, Adams County, Pennsylvania",Adams County,"$16,913 ","Mount Pleasant, Adams County, Pennsylvania, 17344, USA",39.7795444,-77.0063702
"Orbisonia, Pennsylvania",Huntingdon County,"$16,911 ","Orbisonia, Huntingdon County, Pennsylvania, USA",40.2428588,-77.8930528
"Tioga, Pennsylvania",Tioga County,"$16,905 ","Tioga County, Pennsylvania, USA",41.7741691,-77.254256
"Monongahela, Pennsylvania",Washington County,"$16,903 ","Monongahela, Washington County, Pennsylvania, 15063, USA",40.2031265,-79.9261603
"Sugarcreek Township, Pennsylvania",Armstrong County,"$16,903 ","Sugarcreek Township, Armstrong County, Pennsylvania, 16218, USA",40.9258762,-79.63649251
"Sugar Grove, Pennsylvania",Warren County,"$16,896 ","Sugar Grove, Warren County, Pennsylvania, USA",41.9822921,-79.3408607
"Center Township, Indiana County, Pennsylvania",Indiana County,"$16,891 ","Center Township, Indiana County, Pennsylvania, USA",40.5496645,-79.18943468
"Greene Township, Beaver County, Pennsylvania",Beaver County,"$16,890 ","Greene Township, Beaver County, Pennsylvania, 15244, USA",40.602629,-80.46711438
"Wilkinsburg, Pennsylvania",Allegheny County,"$16,890 ","Wilkinsburg, Allegheny County, Pennsylvania, 15221, USA",40.4417355,-79.8819942
"Addison Township, Pennsylvania",Somerset County,"$16,889 ","Addison Township, Somerset County, Pennsylvania, 15411, USA",39.7905656,-79.29815182
"McConnellsburg, Pennsylvania",Fulton County,"$16,884 ","McConnellsburg, Fulton County, Pennsylvania, 17722, United States of America",39.932589,-77.9988906
"Elk Township, Clarion County, Pennsylvania",Clarion County,"$16,883 ","Elk Township, Clarion County, Pennsylvania, USA",41.2742808,-79.48311653
"Lower Chichester Township, Pennsylvania",Delaware County,"$16,881 ","Lower Chichester Township, Delaware County, Pennsylvania, USA",39.8224905,-75.43293825
"Jefferson Township, Somerset County, Pennsylvania",Somerset County,"$16,880 ","Jefferson Township, Somerset County, Pennsylvania, 15502, USA",40.054538,-79.21554075
"Lower Towamensing Township, Pennsylvania",Carbon County,"$16,878 ","Lower Towamensing Township, Carbon County, Pennsylvania, USA",40.8197155,-75.56543485
"Lewis Township, Northumberland County, Pennsylvania",Northumberland County,"$16,876 ","East Lewisburg, Northumberland County, Pennsylvania, 17850, USA",40.9689739,-76.8716318
"Litchfield Township, Pennsylvania",Bradford County,"$16,874 ","Litchfield, Bradford County, Pennsylvania, USA",41.9675744,-76.4302177
"Sugarcreek, Pennsylvania",Venango County,"$16,873 ","Sugarcreek, Venango County, Pennsylvania, 16343, USA",41.4214458,-79.8811672
"North Shenango Township, Pennsylvania",Crawford County,"$16,872 ","North Shenango Township, Crawford County, Pennsylvania, 16424, USA",41.62138205,-80.46644025
"Cambria Township, Pennsylvania",Cambria County,"$16,868 ","Cambria Township, Cambria County, Pennsylvania, USA",40.498125,-78.76571923
"Smith Township, Pennsylvania",Washington County,"$16,864 ","Smith Township, Washington County, Pennsylvania, USA",40.369102,-80.36683429
"Connellsville Township, Pennsylvania",Fayette County,"$16,860 ","Connellsville, Fayette County, Pennsylvania, 15425-4021, USA",40.0178522,-79.5894828
"Belfast Township, Pennsylvania",Fulton County,"$16,853 ","Belfast Township, Fulton County, Pennsylvania, 17238, United States of America",39.8868485,-78.1370011
"Nuangola, Pennsylvania",Luzerne County,"$16,851 ","Nuangola, Luzerne County, Pennsylvania, USA",41.1550825,-75.978256
"Freeport, Pennsylvania",Armstrong County,"$16,845 ","Freeport, Armstrong County, Pennsylvania, USA",40.6739543,-79.6847703
